♣4,♠7,♠8,♦K,♥J
♣4,♠7,♠8,♦K,♦A
♣4,♠7,♠8,♦K,♥K
♣4,♠7,♠8,♦K,♠K
♣4,♠7,♠8,♦K,♦2
♣4,♠7,♠8,♦K,♠A
♣4,♠7,♠8,♦K,♦5
♣4,♠7,♠8,♦K,♣9
♣4,♠7,♠8,♥J,♦A
♣4,♠7,♠8,♥J,♥K
♣4,♠7,♠8,♥J,♠K
♣4,♠7,♠8,♥J,♦2
♣4,♠7,♠8,♥J,♠A
♣4,♠7,♠8,♥J,♦5
♣4,♠7,♠8,♥J,♣9
♣4,♠7,♠8,♦A,♥K
♣4,♠7,♠8,♦A,♠K
♣4,♠7,♠8,♦A,♦2
♣4,♠7,♠8,♦A,♠A
♣4,♠7,♠8,♦A,♦5
♣4,♠7,♠8,♦A,♣9
♣4,♠7,♠8,♥K,♠K
♣4,♠7,♠8,♥K,♦2
♣4,♠7,♠8,♥K,♠A
♣4,♠7,♠8,♥K,♦5
♣4,♠7,♠8,♥K,♣9
♣4,♠7,♠8,♠K,♦2
♣4,♠7,♠8,♠K,♠A
♣4,♠7,♠8,♠K,♦5
♣4,♠7,♠8,♠K,♣9
♣4,♠7,♠8,♦2,♠A
♣4,♠7,♠8,♦2,♦5
♣4,♠7,♠8,♦2,♣9
♣4,♠7,♠8,♠A,♦5
♣4,♠7,♠8,♠A,♣9
♣4,♠7,♠8,♦5,♣9
♣4,♠7,♦K,♥J,♦A
♣4,♠7,♦K,♥J,♥K
♣4,♠7,♦K,♥J,♠K
♣4,♠7,♦K,♥J,♦2
♣4,♠7,♦K,♥J,♠A
♣4,♠7,♦K,♥J,♦5
♣4,♠7,♦K,♥J,♣9
♣4,♠7,♦K,♦A,♥K
♣4,♠7,♦K,♦A,♠K
♣4,♠7,♦K,♦A,♦2
♣4,♠7,♦K,♦A,♠A
♣4,♠7,♦K,♦A,♦5
♣4,♠7,♦K,♦A,♣9
♣4,♠7,♦K,♥K,♠K
♣4,♠7,♦K,♥K,♦2
♣4,♠7,♦K,♥K,♠A
♣4,♠7,♦K,♥K,♦5
♣4,♠7,♦K,♥K,♣9
♣4,♠7,♦K,♠K,♦2
♣4,♠7,♦K,♠K,♠A
♣4,♠7,♦K,♠K,♦5
♣4,♠7,♦K,♠K,♣9
♣4,♠7,♦K,♦2,♠A
♣4,♠7,♦K,♦2,♦5
♣4,♠7,♦K,♦2,♣9
♣4,♠7,♦K,♠A,♦5
♣4,♠7,♦K,♠A,♣9
♣4,♠7,♦K,♦5,♣9
♣4,♠7,♥J,♦A,♥K
♣4,♠7,♥J,♦A,♠K
♣4,♠7,♥J,♦A,♦2
♣4,♠7,♥J,♦A,♠A
♣4,♠7,♥J,♦A,♦5
♣4,♠7,♥J,♦A,♣9
♣4,♠7,♥J,♥K,♠K
♣4,♠7,♥J,♥K,♦2
♣4,♠7,♥J,♥K,♠A
♣4,♠7,♥J,♥K,♦5
♣4,♠7,♥J,♥K,♣9
♣4,♠7,♥J,♠K,♦2
♣4,♠7,♥J,♠K,♠A
♣4,♠7,♥J,♠K,♦5
♣4,♠7,♥J,♠K,♣9
♣4,♠7,♥J,♦2,♠A
♣4,♠7,♥J,♦2,♦5
♣4,♠7,♥J,♦2,♣9
♣4,♠7,♥J,♠A,♦5
♣4,♠7,♥J,♠A,♣9
♣4,♠7,♥J,♦5,♣9
♣4,♠7,♦A,♥K,♠K
♣4,♠7,♦A,♥K,♦2
♣4,♠7,♦A,♥K,♠A
♣4,♠7,♦A,♥K,♦5
♣4,♠7,♦A,♥K,♣9
♣4,♠7,♦A,♠K,♦2
♣4,♠7,♦A,♠K,♠A
♣4,♠7,♦A,♠K,♦5
♣4,♠7,♦A,♠K,♣9
♣4,♠7,♦A,♦2,♠A
♣4,♠7,♦A,♦2,♦5
♣4,♠7,♦A,♦2,♣9
♣4,♠7,♦A,♠A,♦5
♣4,♠7,♦A,♠A,♣9
♣4,♠7,♦A,♦5,♣9
♣4,♠7,♥K,♠K,♦2
♣4,♠7,♥K,♠K,♠A
♣4,♠7,♥K,♠K,♦5
♣4,♠7,♥K,♠K,♣9
♣4,♠7,♥K,♦2,♠A
♣4,♠7,♥K,♦2,♦5
♣4,♠7,♥K,♦2,♣9
♣4,♠7,♥K,♠A,♦5
♣4,♠7,♥K,♠A,♣9
♣4,♠7,♥K,♦5,♣9
♣4,♠7,♠K,♦2,♠A
♣4,♠7,♠K,♦2,♦5
♣4,♠7,♠K,♦2,♣9
♣4,♠7,♠K,♠A,♦5
♣4,♠7,♠K,♠A,♣9
♣4,♠7,♠K,♦5,♣9
♣4,♠7,♦2,♠A,♦5
♣4,♠7,♦2,♠A,♣9
♣4,♠7,♦2,♦5,♣9
♣4,♠7,♠A,♦5,♣9
♣4,♠8,♦K,♥J,♦A
♣4,♠8,♦K,♥J,♥K
♣4,♠8,♦K,♥J,♠K
♣4,♠8,♦K,♥J,♦2
♣4,♠8,♦K,♥J,♠A
♣4,♠8,♦K,♥J,♦5
♣4,♠8,♦K,♥J,♣9
♣4,♠8,♦K,♦A,♥K
♣4,♠8,♦K,♦A,♠K
♣4,♠8,♦K,♦A,♦2
♣4,♠8,♦K,♦A,♠A
♣4,♠8,♦K,♦A,♦5
♣4,♠8,♦K,♦A,♣9
♣4,♠8,♦K,♥K,♠K
♣4,♠8,♦K,♥K,♦2
♣4,♠8,♦K,♥K,♠A
♣4,♠8,♦K,♥K,♦5
♣4,♠8,♦K,♥K,♣9
♣4,♠8,♦K,♠K,♦2
♣4,♠8,♦K,♠K,♠A
♣4,♠8,♦K,♠K,♦5
♣4,♠8,♦K,♠K,♣9
♣4,♠8,♦K,♦2,♠A
♣4,♠8,♦K,♦2,♦5
♣4,♠8,♦K,♦2,♣9
♣4,♠8,♦K,♠A,♦5
♣4,♠8,♦K,♠A,♣9
♣4,♠8,♦K,♦5,♣9
♣4,♠8,♥J,♦A,♥K
♣4,♠8,♥J,♦A,♠K
♣4,♠8,♥J,♦A,♦2
♣4,♠8,♥J,♦A,♠A
♣4,♠8,♥J,♦A,♦5
