♠2,♥2,♦2,♣6,♦6
♠2,♥2,♦2,♠A,♥A
♠2,♥2,♦2,♣6,♠A
♠2,♥2,♦2,♣6,♥Q
♠2,♥2,♦2,♣6,♠9
♠2,♥2,♦2,♣6,♥A
♠2,♥2,♦2,♣6,♥K
♠2,♥2,♦2,♣6,♠8
♠2,♥2,♦2,♥Q,♠A
♠2,♥2,♦2,♠9,♠A
♠2,♥2,♦2,♦6,♠A
♠2,♥2,♦2,♥K,♠A
♠2,♥2,♦2,♠8,♠A
♠2,♥2,♦2,♠9,♥Q
♠2,♥2,♦2,♦6,♥Q
♠2,♥2,♦2,♥Q,♥A
♠2,♥2,♦2,♥Q,♥K
♠2,♥2,♦2,♠8,♥Q
♠2,♥2,♦2,♦6,♠9
♠2,♥2,♦2,♠9,♥A
♠2,♥2,♦2,♠9,♥K
♠2,♥2,♦2,♠8,♠9
♠2,♥2,♦2,♦6,♥A
♠2,♥2,♦2,♦6,♥K
♠2,♥2,♦2,♦6,♠8
♠2,♥2,♦2,♥K,♥A
♠2,♥2,♦2,♠8,♥A
♠2,♥2,♦2,♠8,♥K
♣6,♦6,♥Q,♠A,♥A
♣6,♦6,♠9,♠A,♥A
♠2,♥2,♣6,♦6,♠A
♠2,♣6,♦6,♠A,♥A
♠2,♦2,♣6,♦6,♠A
♥2,♣6,♦6,♠A,♥A
♥2,♦2,♣6,♦6,♠A
♦2,♣6,♦6,♠A,♥A
♣6,♦6,♥K,♠A,♥A
♣6,♦6,♠8,♠A,♥A
♠2,♥2,♣6,♠A,♥A
♠2,♦2,♣6,♠A,♥A
♥2,♦2,♣6,♠A,♥A
♠2,♥2,♣6,♦6,♥Q
♠2,♦2,♣6,♦6,♥Q
♥2,♦2,♣6,♦6,♥Q
♠2,♥2,♣6,♦6,♠9
♠2,♦2,♣6,♦6,♠9
♥2,♦2,♣6,♦6,♠9
♠2,♥2,♣6,♦6,♥A
♠2,♥2,♣6,♦6,♥K
♠2,♥2,♣6,♦6,♠8
♠2,♦2,♣6,♦6,♥A
♠2,♦2,♣6,♦6,♥K
♠2,♦2,♣6,♦6,♠8
♥2,♦2,♣6,♦6,♥A
♥2,♦2,♣6,♦6,♥K
♥2,♦2,♣6,♦6,♠8
♠2,♥2,♥Q,♠A,♥A
♠2,♦2,♥Q,♠A,♥A
♥2,♦2,♥Q,♠A,♥A
♠2,♥2,♠9,♠A,♥A
♠2,♦2,♠9,♠A,♥A
♥2,♦2,♠9,♠A,♥A
♠2,♥2,♦6,♠A,♥A
♠2,♦2,♦6,♠A,♥A
♥2,♦2,♦6,♠A,♥A
♠2,♥2,♥K,♠A,♥A
♠2,♥2,♠8,♠A,♥A
♠2,♦2,♥K,♠A,♥A
♠2,♦2,♠8,♠A,♥A
♥2,♦2,♥K,♠A,♥A
♥2,♦2,♠8,♠A,♥A
♣6,♦6,♠9,♥Q,♠A
♣6,♠9,♥Q,♠A,♥A
♠2,♣6,♦6,♥Q,♠A
♥2,♣6,♦6,♥Q,♠A
♦2,♣6,♦6,♥Q,♠A
♣6,♦6,♥Q,♥K,♠A
♣6,♦6,♠8,♥Q,♠A
♠2,♥2,♣6,♥Q,♠A
♠2,♣6,♥Q,♠A,♥A
♠2,♦2,♣6,♥Q,♠A
♥2,♣6,♥Q,♠A,♥A
♥2,♦2,♣6,♥Q,♠A
♦2,♣6,♥Q,♠A,♥A
♣6,♥Q,♥K,♠A,♥A
♣6,♠8,♥Q,♠A,♥A
♠2,♣6,♦6,♠9,♠A
♥2,♣6,♦6,♠9,♠A
♦2,♣6,♦6,♠9,♠A
♣6,♦6,♠9,♥K,♠A
♣6,♦6,♠8,♠9,♠A
♠2,♥2,♣6,♠9,♠A
♠2,♣6,♠9,♠A,♥A
♠2,♦2,♣6,♠9,♠A
♥2,♣6,♠9,♠A,♥A
♥2,♦2,♣6,♠9,♠A
♦2,♣6,♠9,♠A,♥A
♣6,♠9,♥K,♠A,♥A
♣6,♠8,♠9,♠A,♥A
♠2,♣6,♦6,♥K,♠A
♠2,♣6,♦6,♠8,♠A
♥2,♣6,♦6,♥K,♠A
♥2,♣6,♦6,♠8,♠A
♦2,♣6,♦6,♥K,♠A
♦2,♣6,♦6,♠8,♠A
♣6,♦6,♠8,♥K,♠A
♠2,♥2,♣6,♥K,♠A
♠2,♥2,♣6,♠8,♠A
♠2,♣6,♥K,♠A,♥A
♠2,♣6,♠8,♠A,♥A
♠2,♦2,♣6,♥K,♠A
♠2,♦2,♣6,♠8,♠A
♥2,♣6,♥K,♠A,♥A
♥2,♣6,♠8,♠A,♥A
♥2,♦2,♣6,♥K,♠A
♥2,♦2,♣6,♠8,♠A
♦2,♣6,♥K,♠A,♥A
♦2,♣6,♠8,♠A,♥A
♣6,♠8,♥K,♠A,♥A
♠2,♣6,♦6,♠9,♥Q
♥2,♣6,♦6,♠9,♥Q
♣6,♦6,♠9,♥Q,♥A
♦2,♣6,♦6,♠9,♥Q
♣6,♦6,♠9,♥Q,♥K
♣6,♦6,♠8,♠9,♥Q
♠2,♥2,♣6,♠9,♥Q
♠2,♦2,♣6,♠9,♥Q
♥2,♦2,♣6,♠9,♥Q
♠2,♣6,♦6,♥Q,♥A
♠2,♣6,♦6,♥Q,♥K
♠2,♣6,♦6,♠8,♥Q
♥2,♣6,♦6,♥Q,♥A
♥2,♣6,♦6,♥Q,♥K
♥2,♣6,♦6,♠8,♥Q
♦2,♣6,♦6,♥Q,♥A
♣6,♦6,♥Q,♥K,♥A
♣6,♦6,♠8,♥Q,♥A
♦2,♣6,♦6,♥Q,♥K
♦2,♣6,♦6,♠8,♥Q
♣6,♦6,♠8,♥Q,♥K
♠2,♥2,♣6,♥Q,♥A
♠2,♥2,♣6,♥Q,♥K
♠2,♥2,♣6,♠8,♥Q
♠2,♦2,♣6,♥Q,♥A
♠2,♦2,♣6,♥Q,♥K
♠2,♦2,♣6,♠8,♥Q
♥2,♦2,♣6,♥Q,♥A
♥2,♦2,♣6,♥Q,♥K
♥2,♦2,♣6,♠8,♥Q
♠2,♣6,♦6,♠9,♥A
♠2,♣6,♦6,♠9,♥K
♠2,♣6,♦6,♠8,♠9
♥2,♣6,♦6,♠9,♥A
♥2,♣6,♦6,♠9,♥K
♥2,♣6,♦6,♠8,♠9
♦2,♣6,♦6,♠9,♥A
♣6,♦6,♠9,♥K,♥A
♣6,♦6,♠8,♠9,♥A
♦2,♣6,♦6,♠9,♥K
♦2,♣6,♦6,♠8,♠9
♣6,♦6,♠8,♠9,♥K
♠2,♥2,♣6,♠9,♥A
♠2,♥2,♣6,♠9,♥K
♠2,♥2,♣6,♠8,♠9
♠2,♦2,♣6,♠9,♥A
♠2,♦2,♣6,♠9,♥K
♠2,♦2,♣6,♠8,♠9
♥2,♦2,♣6,♠9,♥A
♥2,♦2,♣6,♠9,♥K
♥2,♦2,♣6,♠8,♠9
♠2,♣6,♦6,♥K,♥A
♠2,♣6,♦6,♠8,♥A
♠2,♣6,♦6,♠8,♥K
♥2,♣6,♦6,♥K,♥A
♥2,♣6,♦6,♠8,♥A
♥2,♣6,♦6,♠8,♥K
