♥9,♣9,♠9,♥10,♦10
♣2,♣3,♣8,♣9,♣K
♣2,♣3,♣8,♣9,♣Q
♣2,♣3,♣9,♣Q,♣K
♣3,♣8,♣9,♣Q,♣K
♣2,♣3,♣8,♣Q,♣K
♣2,♣8,♣9,♣Q,♣K
♣3,♥9,♣9,♠9,♥10
♦4,♥9,♣9,♠9,♥10
♣2,♥9,♣9,♠9,♥10
♣8,♥9,♣9,♠9,♥10
♥9,♣9,♠9,♥10,♣K
♥9,♣9,♠9,♥10,♣Q
♣3,♦4,♥9,♣9,♠9
♣3,♥9,♣9,♠9,♦10
♣2,♣3,♥9,♣9,♠9
♣3,♣8,♥9,♣9,♠9
♣3,♥9,♣9,♠9,♣K
♣3,♥9,♣9,♠9,♣Q
♦4,♥9,♣9,♠9,♦10
♣2,♦4,♥9,♣9,♠9
♦4,♣8,♥9,♣9,♠9
♦4,♥9,♣9,♠9,♣K
♦4,♥9,♣9,♠9,♣Q
♣2,♥9,♣9,♠9,♦10
♣8,♥9,♣9,♠9,♦10
♥9,♣9,♠9,♦10,♣K
♥9,♣9,♠9,♦10,♣Q
♣2,♣8,♥9,♣9,♠9
♣2,♥9,♣9,♠9,♣K
♣2,♥9,♣9,♠9,♣Q
♣8,♥9,♣9,♠9,♣K
♣8,♥9,♣9,♠9,♣Q
♥9,♣9,♠9,♣Q,♣K
♣3,♥9,♣9,♥10,♦10
♣3,♥9,♠9,♥10,♦10
♣3,♣9,♠9,♥10,♦10
♦4,♥9,♣9,♥10,♦10
♦4,♥9,♠9,♥10,♦10
♦4,♣9,♠9,♥10,♦10
♣2,♥9,♣9,♥10,♦10
♣8,♥9,♣9,♥10,♦10
♥9,♣9,♥10,♦10,♣K
♥9,♣9,♥10,♦10,♣Q
♣2,♥9,♠9,♥10,♦10
♣8,♥9,♠9,♥10,♦10
♥9,♠9,♥10,♦10,♣K
♥9,♠9,♥10,♦10,♣Q
♣2,♣9,♠9,♥10,♦10
♣8,♣9,♠9,♥10,♦10
♣9,♠9,♥10,♦10,♣K
♣9,♠9,♥10,♦10,♣Q
♣3,♦4,♥9,♥10,♦10
♣3,♦4,♥9,♣9,♥10
