♣2,♣3,♥4,♥K,♣A
♣2,♣3,♦Q,♥K,♣A
♣2,♣3,♥4,♥K,♠A
♣2,♣3,♦Q,♥K,♠A
♣2,♥3,♥4,♥K,♣A
♣2,♥3,♦Q,♥K,♣A
♣2,♥3,♥4,♥K,♠A
♣2,♥3,♦Q,♥K,♠A
♣3,♥3,♦7,♠7,♠10
♣3,♥3,♦7,♠10,♣10
♣3,♦7,♠7,♠10,♣10
♦7,♠7,♠9,♠10,♣10
♥3,♦7,♠7,♠10,♣10
♦7,♠7,♠10,♣10,♣A
♦7,♠7,♠10,♣A,♠A
♦7,♠7,♠10,♣10,♥K
♥4,♦7,♠7,♠10,♣10
♣2,♦7,♠7,♠10,♣10
♦7,♠7,♠10,♣10,♦Q
♦7,♠7,♠10,♣10,♠A
♦7,♠10,♣10,♣A,♠A
♣3,♥3,♦7,♠7,♠9
♣3,♥3,♦7,♠7,♣A
♣3,♥3,♦7,♠7,♥K
♣3,♥3,♥4,♦7,♠7
♣2,♣3,♥3,♦7,♠7
♣3,♥3,♦7,♠7,♦Q
♣3,♥3,♦7,♠7,♣10
♣3,♥3,♦7,♠7,♠A
♣3,♥3,♦7,♣A,♠A
♣3,♦7,♠7,♣A,♠A
♦7,♠7,♠9,♣A,♠A
♥3,♦7,♠7,♣A,♠A
♦7,♠7,♥K,♣A,♠A
♥4,♦7,♠7,♣A,♠A
♣2,♦7,♠7,♣A,♠A
♦7,♠7,♦Q,♣A,♠A
♦7,♠7,♣10,♣A,♠A
♣3,♥3,♠9,♠10,♣10
♣3,♥3,♠7,♠10,♣10
♣3,♥3,♠10,♣10,♣A
♣3,♥3,♠10,♣A,♠A
♣3,♥3,♠10,♣10,♥K
♣3,♥3,♥4,♠10,♣10
♣2,♣3,♥3,♠10,♣10
♣3,♥3,♠10,♣10,♦Q
♣3,♥3,♠10,♣10,♠A
♣3,♠10,♣10,♣A,♠A
♠9,♠10,♣10,♣A,♠A
♥3,♠10,♣10,♣A,♠A
♠7,♠10,♣10,♣A,♠A
♠10,♣10,♥K,♣A,♠A
♥4,♠10,♣10,♣A,♠A
♣2,♠10,♣10,♣A,♠A
♠10,♣10,♦Q,♣A,♠A
♣3,♥3,♠9,♣A,♠A
♣3,♥3,♠7,♣A,♠A
♣3,♥3,♥K,♣A,♠A
♣3,♥3,♥4,♣A,♠A
♣2,♣3,♥3,♣A,♠A
♣3,♥3,♦Q,♣A,♠A
♣3,♥3,♣10,♣A,♠A
♣3,♥3,♦7,♠9,♠10
♣3,♦7,♠7,♠9,♠10
♣3,♦7,♠9,♠10,♣10
♣3,♥3,♦7,♠10,♣A
♣3,♥3,♦7,♠10,♥K
♣3,♥3,♥4,♦7,♠10
♣2,♣3,♥3,♦7,♠10
♣3,♥3,♦7,♠10,♦Q
♣3,♥3,♦7,♠10,♠A
♣3,♦7,♠7,♠10,♣A
♣3,♦7,♠7,♠10,♥K
♣3,♥4,♦7,♠7,♠10
♣2,♣3,♦7,♠7,♠10
♣3,♦7,♠7,♠10,♦Q
♣3,♦7,♠7,♠10,♠A
♣3,♦7,♠10,♣10,♣A
♣3,♦7,♠10,♣A,♠A
♣3,♦7,♠10,♣10,♥K
♣3,♥4,♦7,♠10,♣10
♣2,♣3,♦7,♠10,♣10
♣3,♦7,♠10,♣10,♦Q
♣3,♦7,♠10,♣10,♠A
♥3,♦7,♠7,♠9,♠10
♥3,♦7,♠9,♠10,♣10
♦7,♠7,♠9,♠10,♣A
♦7,♠7,♠9,♠10,♥K
♥4,♦7,♠7,♠9,♠10
♣2,♦7,♠7,♠9,♠10
♦7,♠7,♠9,♠10,♦Q
♦7,♠7,♠9,♠10,♠A
♦7,♠9,♠10,♣10,♣A
♦7,♠9,♠10,♣A,♠A
♦7,♠9,♠10,♣10,♥K
♥4,♦7,♠9,♠10,♣10
♣2,♦7,♠9,♠10,♣10
♦7,♠9,♠10,♣10,♦Q
♦7,♠9,♠10,♣10,♠A
♥3,♦7,♠7,♠10,♣A
♥3,♦7,♠7,♠10,♥K
♥3,♥4,♦7,♠7,♠10
♣2,♥3,♦7,♠7,♠10
♥3,♦7,♠7,♠10,♦Q
♥3,♦7,♠7,♠10,♠A
♥3,♦7,♠10,♣10,♣A
♥3,♦7,♠10,♣A,♠A
♥3,♦7,♠10,♣10,♥K
♥3,♥4,♦7,♠10,♣10
♣2,♥3,♦7,♠10,♣10
♥3,♦7,♠10,♣10,♦Q
♥3,♦7,♠10,♣10,♠A
♦7,♠7,♠10,♥K,♣A
♥4,♦7,♠7,♠10,♣A
♣2,♦7,♠7,♠10,♣A
♦7,♠7,♠10,♦Q,♣A
♥4,♦7,♠7,♠10,♥K
♣2,♦7,♠7,♠10,♥K
♦7,♠7,♠10,♦Q,♥K
♦7,♠7,♠10,♥K,♠A
♣2,♥4,♦7,♠7,♠10
♥4,♦7,♠7,♠10,♦Q
♥4,♦7,♠7,♠10,♠A
♣2,♦7,♠7,♠10,♦Q
♣2,♦7,♠7,♠10,♠A
♦7,♠7,♠10,♦Q,♠A
♦7,♠10,♣10,♥K,♣A
♦7,♠10,♥K,♣A,♠A
♥4,♦7,♠10,♣10,♣A
♥4,♦7,♠10,♣A,♠A
♣2,♦7,♠10,♣10,♣A
♣2,♦7,♠10,♣A,♠A
♦7,♠10,♣10,♦Q,♣A
♦7,♠10,♦Q,♣A,♠A
♥4,♦7,♠10,♣10,♥K
♣2,♦7,♠10,♣10,♥K
♦7,♠10,♣10,♦Q,♥K
♦7,♠10,♣10,♥K,♠A
♣2,♥4,♦7,♠10,♣10
♥4,♦7,♠10,♣10,♦Q
♥4,♦7,♠10,♣10,♠A
♣2,♦7,♠10,♣10,♦Q
♣2,♦7,♠10,♣10,♠A
♦7,♠10,♣10,♦Q,♠A
♣3,♥3,♦7,♠9,♣A
♣3,♥3,♦7,♠9,♥K
♣3,♥3,♥4,♦7,♠9
♣2,♣3,♥3,♦7,♠9
♣3,♥3,♦7,♠9,♦Q
♣3,♥3,♦7,♠9,♣10
♣3,♥3,♦7,♠9,♠A
♣3,♦7,♠7,♠9,♣A
♣3,♦7,♠7,♠9,♥K
♣3,♥4,♦7,♠7,♠9
♣2,♣3,♦7,♠7,♠9
♣3,♦7,♠7,♠9,♦Q
♣3,♦7,♠7,♠9,♣10
