♠8,♥8,♣8,♦K,♠K
♠8,♥8,♣8,♥J,♣J
♠3,♥3,♠8,♥8,♣8
♣4,♥4,♠8,♥8,♣8
♠2,♠3,♠8,♠9,♠K
♠3,♠8,♠9,♠10,♠K
♠2,♠3,♠8,♠10,♠K
♠2,♠3,♠9,♠10,♠K
♠2,♠3,♠8,♠9,♠10
♠2,♠8,♠9,♠10,♠K
♠2,♠3,♣4,♦K,♦A
♠2,♠3,♥4,♦K,♦A
♠2,♥3,♣4,♦K,♦A
♠2,♥3,♥4,♦K,♦A
♠2,♠3,♣4,♠K,♦A
♠2,♠3,♥4,♠K,♦A
♠2,♥3,♣4,♠K,♦A
♠2,♥3,♥4,♠K,♦A
♠8,♥8,♣8,♥J,♦K
♠3,♠8,♥8,♣8,♦K
♠8,♥8,♣8,♣J,♦K
♣4,♠8,♥8,♣8,♦K
♠8,♥8,♣8,♠9,♦K
♠8,♥8,♣8,♦K,♦A
♥3,♠8,♥8,♣8,♦K
♠2,♠8,♥8,♣8,♦K
♥4,♠8,♥8,♣8,♦K
♠8,♥8,♣8,♠10,♦K
♠3,♠8,♥8,♣8,♥J
♠8,♥8,♣8,♥J,♠K
♣4,♠8,♥8,♣8,♥J
♠8,♥8,♣8,♠9,♥J
♠8,♥8,♣8,♥J,♦A
♥3,♠8,♥8,♣8,♥J
♠2,♠8,♥8,♣8,♥J
♥4,♠8,♥8,♣8,♥J
♠8,♥8,♣8,♠10,♥J
♠3,♠8,♥8,♣8,♠K
♠3,♠8,♥8,♣8,♣J
♠3,♣4,♠8,♥8,♣8
♠3,♠8,♥8,♣8,♠9
♠3,♠8,♥8,♣8,♦A
♠2,♠3,♠8,♥8,♣8
♠3,♥4,♠8,♥8,♣8
♠3,♠8,♥8,♣8,♠10
♠8,♥8,♣8,♣J,♠K
♣4,♠8,♥8,♣8,♠K
♠8,♥8,♣8,♠9,♠K
♠8,♥8,♣8,♠K,♦A
♥3,♠8,♥8,♣8,♠K
♠2,♠8,♥8,♣8,♠K
♥4,♠8,♥8,♣8,♠K
♠8,♥8,♣8,♠10,♠K
♣4,♠8,♥8,♣8,♣J
♠8,♥8,♣8,♠9,♣J
♠8,♥8,♣8,♣J,♦A
♥3,♠8,♥8,♣8,♣J
♠2,♠8,♥8,♣8,♣J
♥4,♠8,♥8,♣8,♣J
♠8,♥8,♣8,♠10,♣J
♣4,♠8,♥8,♣8,♠9
♣4,♠8,♥8,♣8,♦A
♥3,♣4,♠8,♥8,♣8
♠2,♣4,♠8,♥8,♣8
♣4,♠8,♥8,♣8,♠10
♠8,♥8,♣8,♠9,♦A
♥3,♠8,♥8,♣8,♠9
♠2,♠8,♥8,♣8,♠9
♥4,♠8,♥8,♣8,♠9
♠8,♥8,♣8,♠9,♠10
♥3,♠8,♥8,♣8,♦A
♠2,♠8,♥8,♣8,♦A
♥4,♠8,♥8,♣8,♦A
♠8,♥8,♣8,♠10,♦A
♠2,♥3,♠8,♥8,♣8
♥3,♥4,♠8,♥8,♣8
♥3,♠8,♥8,♣8,♠10
♠2,♥4,♠8,♥8,♣8
♠2,♠8,♥8,♣8,♠10
♥4,♠8,♥8,♣8,♠10
♠3,♥J,♣J,♦K,♠K
♠3,♥3,♥J,♦K,♠K
♠3,♥3,♥J,♣J,♦K
♠8,♥J,♣J,♦K,♠K
♣4,♥J,♣J,♦K,♠K
♠9,♥J,♣J,♦K,♠K
♥J,♣J,♦K,♠K,♦A
♥3,♥J,♣J,♦K,♠K
♥8,♥J,♣J,♦K,♠K
♠2,♥J,♣J,♦K,♠K
♥4,♥J,♣J,♦K,♠K
♠10,♥J,♣J,♦K,♠K
♣8,♥J,♣J,♦K,♠K
♠8,♥8,♥J,♦K,♠K
♠8,♣8,♥J,♦K,♠K
♣4,♥4,♥J,♦K,♠K
♥8,♣8,♥J,♦K,♠K
♠8,♥8,♥J,♣J,♦K
♠8,♣8,♥J,♣J,♦K
♣4,♥4,♥J,♣J,♦K
♥8,♣8,♥J,♣J,♦K
