♣2♣6♦5♦6♥A|Pair
♣2♣6♦5♦6♣J|Pair
♣2♣6♦6♥A♣J|Pair
♣6♦5♦6♥A♣J|Pair
♣2♣6♦5♦6♥K|Pair
♣2♣6♦6♥A♥K|Pair
♣6♦5♦6♥A♥K|Pair
♣2♣6♦6♣J♥K|Pair
♣6♦5♦6♣J♥K|Pair
♣6♦6♥A♣J♥K|Pair
♣2♣6♦5♦6♥4|Pair
♣2♣6♦6♥A♥4|Pair
♣6♦5♦6♥A♥4|Pair
♣2♣6♦6♣J♥4|Pair
♣6♦5♦6♣J♥4|Pair
♣6♦6♥A♣J♥4|Pair
♣2♣6♦6♥K♥4|Pair
♣6♦5♦6♥K♥4|Pair
♣6♦6♥A♥K♥4|Pair
♣6♦6♣J♥K♥4|Pair
♣2♣6♦5♦6♠J|Pair
♣2♣6♦6♥A♠J|Pair
♣6♦5♦6♥A♠J|Pair
♣2♣6♦5♣J♠J|Pair
♣2♣6♦6♣J♠J|Two Pairs
♣2♦5♦6♣J♠J|Pair
♣6♦5♦6♣J♠J|Two Pairs
♣2♣6♥A♣J♠J|Pair
♣2♦5♥A♣J♠J|Pair
♣6♦5♥A♣J♠J|Pair
♣2♦6♥A♣J♠J|Pair
♣6♦6♥A♣J♠J|Two Pairs
♦5♦6♥A♣J♠J|Pair
♣2♣6♦6♥K♠J|Pair
♣6♦5♦6♥K♠J|Pair
♣6♦6♥A♥K♠J|Pair
♣2♣6♣J♥K♠J|Pair
♣2♦5♣J♥K♠J|Pair
♣6♦5♣J♥K♠J|Pair
♣2♦6♣J♥K♠J|Pair
♣6♦6♣J♥K♠J|Two Pairs
♦5♦6♣J♥K♠J|Pair
♣2♥A♣J♥K♠J|Pair
♣6♥A♣J♥K♠J|Pair
♦5♥A♣J♥K♠J|Pair
♦6♥A♣J♥K♠J|Pair
♣2♣6♦6♥4♠J|Pair
♣6♦5♦6♥4♠J|Pair
♣6♦6♥A♥4♠J|Pair
♣2♣6♣J♥4♠J|Pair
♣2♦5♣J♥4♠J|Pair
♣6♦5♣J♥4♠J|Pair
♣2♦6♣J♥4♠J|Pair
♣6♦6♣J♥4♠J|Two Pairs
♦5♦6♣J♥4♠J|Pair
♣2♥A♣J♥4♠J|Pair
♣6♥A♣J♥4♠J|Pair
♦5♥A♣J♥4♠J|Pair
♦6♥A♣J♥4♠J|Pair
♣6♦6♥K♥4♠J|Pair
♣2♣J♥K♥4♠J|Pair
♣6♣J♥K♥4♠J|Pair
♦5♣J♥K♥4♠J|Pair
♦6♣J♥K♥4♠J|Pair
♥A♣J♥K♥4♠J|Pair
♣2♣6♦5♦6♣Q|Pair
♣2♣6♦6♥A♣Q|Pair
♣6♦5♦6♥A♣Q|Pair
♣2♣6♦6♣J♣Q|Pair
♣6♦5♦6♣J♣Q|Pair
♣6♦6♥A♣J♣Q|Pair
♣2♣6♦6♥K♣Q|Pair
♣6♦5♦6♥K♣Q|Pair
♣6♦6♥A♥K♣Q|Pair
♣6♦6♣J♥K♣Q|Pair
♣2♣6♦6♥4♣Q|Pair
♣6♦5♦6♥4♣Q|Pair
♣6♦6♥A♥4♣Q|Pair
♣6♦6♣J♥4♣Q|Pair
♣6♦6♥K♥4♣Q|Pair
♣2♣6♦6♠J♣Q|Pair
♣6♦5♦6♠J♣Q|Pair
♣6♦6♥A♠J♣Q|Pair
♣2♣6♣J♠J♣Q|Pair
♣2♦5♣J♠J♣Q|Pair
♣6♦5♣J♠J♣Q|Pair
♣2♦6♣J♠J♣Q|Pair
♣6♦6♣J♠J♣Q|Two Pairs
♦5♦6♣J♠J♣Q|Pair
♣2♥A♣J♠J♣Q|Pair
♣6♥A♣J♠J♣Q|Pair
♦5♥A♣J♠J♣Q|Pair
♦6♥A♣J♠J♣Q|Pair
♣6♦6♥K♠J♣Q|Pair
♣2♣J♥K♠J♣Q|Pair
♣6♣J♥K♠J♣Q|Pair
♦5♣J♥K♠J♣Q|Pair
♦6♣J♥K♠J♣Q|Pair
♥A♣J♥K♠J♣Q|Pair
♣6♦6♥4♠J♣Q|Pair
♣2♣J♥4♠J♣Q|Pair
♣6♣J♥4♠J♣Q|Pair
♦5♣J♥4♠J♣Q|Pair
♦6♣J♥4♠J♣Q|Pair
♥A♣J♥4♠J♣Q|Pair
♣J♥K♥4♠J♣Q|Pair
of a Kind
♠0♥3♣4♣6♥4|Pair
♣7♣K♣4♣6♥4|Pair
♠4♣K♣4♣6♥4|Three of a Kind
♠0♣K♣4♣6♥4|Pair
♥3♣K♣4♣6♥4|Pair
♣7♣9♣4♣6♥4|Pair
♠4♣9♣4♣6♥4|Three of a Kind
♠0♣9♣4♣6♥4|Pair
♥3♣9♣4♣6♥4|Pair
♣K♣9♣4♣6♥4|Pair
♣7♠4♠0♥Q♥4|Pair
♣7♠4♥3♥Q♥4|Pair
♠4♠0♥3♥Q♥4|Pair
♣7♠4♣K♥Q♥4|Pair
♠4♠0♣K♥Q♥4|Pair
♠4♥3♣K♥Q♥4|Pair
♣7♠4♣9♥Q♥4|Pair
♠4♠0♣9♥Q♥4|Pair
♠4♥3♣9♥Q♥4|Pair
♠4♣K♣9♥Q♥4|Pair
♣7♠4♣4♥Q♥4|Three of a Kind
♣7♠0♣4♥Q♥4|Pair
♠4♠0♣4♥Q♥4|Three of a Kind
♣7♥3♣4♥Q♥4|Pair
♠4♥3♣4♥Q♥4|Three of a Kind
♠0♥3♣4♥Q♥4|Pair
♣7♣K♣4♥Q♥4|Pair
♠4♣K♣4♥Q♥4|Three of a Kind
♠0♣K♣4♥Q♥4|Pair
♥3♣K♣4♥Q♥4|Pair
♣7♣9♣4♥Q♥4|Pair
♠4♣9♣4♥Q♥4|Three of a Kind
♠0♣9♣4♥Q♥4|Pair
♥3♣9♣4♥Q♥4|Pair
♣K♣9♣4♥Q♥4|Pair
♣7♠4♣6♥Q♥4|Pair
♠4♠0♣6♥Q♥4|Pair
♠4♥3♣6♥Q♥4|Pair
♠4♣K♣6♥Q♥4|Pair
